name,year,imdb_rating,metascore,votes,genre,runtime
The Sisters Brothers,(2018),6.9,78,65929,"Drama, Western",122
Hotel Mumbai,(2018),7.6,62,65331,"Action, Drama, History",123
The First Purge,(2018),5.2,54,65144,"Action, Horror, Sci-Fi",97
Hunter Killer,(2018),6.6,43,64969,"Action, Thriller",121
Alpha,(II) (2018),6.6,63,63425,"Action, Adventure, Drama",96
Mowgli: Legend of the Jungle,(2018),6.5,51,62853,"Adventure, Drama, Fantasy",104
Insidious: The Last Key,(2018),5.7,49,61946,"Horror, Mystery, Thriller",103
Leave No Trace,(2018),7.1,88,60720,"Adventure, Drama",109
Tully,(2018),6.9,75,60126,"Comedy, Drama, Mystery",95
The Guilty,(2018),7.5,83,59963,"Crime, Drama, Thriller",85
Cold War,(2018),7.5,90,58026,"Drama, Music, Romance",89
Adrift,(I) (2018),6.6,56,57774,"Action, Adventure, Biography",96
Truth or Dare,(I) (2018),5.2,35,57577,"Horror, Thriller",100
Set It Up,(2018),6.5,62,55746,"Comedy, Romance",105
I Feel Pretty,(2018),5.6,48,54666,"Comedy, Romance",110
Hotel Artemis,(2018),6.1,58,54538,"Action, Crime, Drama",94
How It Ends,(2018),5.0,36,54170,"Action, Drama, Horror",113
Apostle,(2018),6.3,62,54154,"Drama, Fantasy, Horror",130
Extinction,(2018),5.8,40,53874,"Action, Drama, Sci-Fi",95
Arctic,(2018),6.8,71,53306,"Adventure, Drama",98
Can You Ever Forgive Me?,(2018),7.1,87,53111,"Biography, Comedy, Crime",106
The House with a Clock in Its Walls,(2018),6.0,57,52586,"Comedy, Family, Fantasy",105
Mary Queen of Scots,(2018),6.3,60,51536,"Biography, Drama, History",124
When We First Met,(2018),6.4,36,50278,"Comedy, Fantasy, Romance",97
If Beale Street Could Talk,(2018),7.1,87,49641,"Drama, Romance",119
The Girl in the Spider's Web,(2018),6.1,43,48527,"Action, Crime, Drama",115
Fyre,(2018),7.2,75,48278,"Documentary, Crime, Music",97
The Guernsey Literary and Potato Peel Pie Society,(2018),7.3,65,47785,"Drama, Romance, War",124
Dragged Across Concrete,(2018),6.9,60,47478,"Action, Thriller",159
Unsane,(2018),6.4,63,47260,"Drama, Horror, Mystery",98
The Old Man & the Gun,(2018),6.7,80,46930,"Biography, Comedy, Crime",93
American Animals,(2018),7.0,68,45845,"Biography, Crime, Drama",116
A Wrinkle in Time,(2018),4.2,53,45568,"Adventure, Family, Fantasy",109
Anon,(I) (2018),6.1,54,45435,"Crime, Mystery, Sci-Fi",100
The Perfection,(2018),6.2,60,44703,"Drama, Horror, Music",90
Under the Silver Lake,(2018),6.5,60,44152,"Crime, Drama, Mystery",139
Peter Rabbit,(2018),6.6,51,43958,"Adventure, Comedy, Crime",95
Operation Finale,(2018),6.6,58,43605,"Biography, Drama, History",122
Summer of 84,(2018),6.7,57,42088,"Drama, Horror, Mystery",105
Night School,(2018),5.6,43,41648,Comedy,111
Braven,(2018),5.9,61,41401,"Action, Thriller",94
Smallfoot,(2018),6.6,60,40369,"Animation, Adventure, Comedy",96
Sierra Burgess Is a Loser,(2018),5.8,60,39587,"Comedy, Drama, Romance",105
Boy Erased,(2018),6.9,69,39485,"Biography, Drama",115
Replicas,(2018),5.4,19,39284,"Drama, Sci-Fi, Thriller",107
Overboard,(2018),6.0,42,39161,"Comedy, Romance",112
White Boy Rick,(2018),6.5,59,38574,"Crime, Drama",111
Hold the Dark,(2018),5.6,63,38069,"Action, Crime, Drama",125
Stan & Ollie,(2018),7.2,75,38014,"Biography, Comedy, Drama",98
Life of the Party,(I) (2018),5.6,46,37714,Comedy,105
Holmes & Watson,(2018),3.9,24,37219,"Comedy, Crime, Mystery",90
The Hate U Give,(2018),7.5,81,37069,"Crime, Drama",133
High Life,(2018),5.8,77,36816,"Adventure, Drama, Horror",113
Freaks,(2018),6.7,63,36261,"Drama, Mystery, Sci-Fi",105
Three Identical Strangers,(2018),7.6,81,36086,"Documentary, Biography, Drama",96
Mute,(II) (2018),5.4,35,36057,"Mystery, Sci-Fi, Thriller",126
At Eternity's Gate,(2018),6.9,76,36034,"Biography, Drama, History",111
Everybody Knows,(2018),6.9,68,35496,"Crime, Drama, Mystery",133
They Shall Not Grow Old,(II) (2018),8.2,91,35465,"Documentary, History, War",99
On the Basis of Sex,(2018),7.1,59,35187,"Biography, Drama",120
Slender Man,(I) (2018),3.2,30,35100,"Horror, Mystery, Thriller",93
Winchester,(2018),5.4,28,34833,"Drama, Fantasy, Horror",99
The Nutcracker and the Four Realms,(2018),5.6,39,34790,"Adventure, Family, Fantasy",99
22 July,(2018),6.8,69,34757,"Crime, Drama, History",143
Dumplin',(2018),6.5,53,34734,"Comedy, Drama",110
Greta,(2018),6.0,54,34712,"Drama, Mystery, Thriller",98
The 15:17 to Paris,(2018),5.3,45,34190,"Biography, Drama, Thriller",94
Unfriended: Dark Web,(2018),6.0,53,34067,"Horror, Mystery, Thriller",92
Incident in a Ghostland,(2018),6.4,44,33892,"Drama, Horror, Mystery",91
The Professor,(I) (2018),6.7,37,33513,"Comedy, Drama",90
Padmaavat,(2018),7.0,63,33455,"Drama, History, Romance",164
The Darkest Minds,(2018),5.7,39,32937,"Action, Adventure, Drama",104
Cam,(2018),5.9,71,32896,"Drama, Horror, Mystery",94
Midnight Sun,(2018),6.6,38,32325,"Drama, Romance",91
Tau,(2018),5.8,43,32190,"Sci-Fi, Thriller",97
The Strangers: Prey at Night,(2018),5.2,48,31940,Horror,85
The Titan,(2018),4.8,33,31897,"Drama, Mystery, Romance",97
The Nightingale,(I) (2018),7.3,77,31879,"Adventure, Drama, Thriller",136
Blindspotting,(2018),7.4,77,31285,"Comedy, Crime, Drama",95
"Game Over, Man!",(2018),5.4,32,31090,"Action, Comedy",101
Border,(2018),7.0,75,30957,"Crime, Drama, Fantasy",110
Gringo,(2018),6.1,46,30755,"Action, Comedy, Crime",111
Destination Wedding,(2018),6.0,46,30723,"Comedy, Drama, Romance",87
Calibre,(2018),6.8,76,30228,"Drama, Thriller",101
Destroyer,(2018),6.2,62,30154,"Action, Crime, Drama",121
Wildlife,(2018),6.8,80,29527,Drama,105
The Clovehitch Killer,(2018),6.5,59,28996,"Crime, Drama, Mystery",109
The Happytime Murders,(2018),5.4,27,28801,"Action, Comedy, Crime",91
Book Club,(I) (2018),6.1,53,28753,"Comedy, Drama, Romance",104
Prospect,(2018),6.3,68,28583,"Adventure, Drama, Sci-Fi",100
Dragon Ball Super: Broly,(2018),7.7,59,28467,"Animation, Action, Adventure",100
Second Act,(2018),5.8,46,28181,"Comedy, Drama, Romance",103
"Don't Worry, He Won't Get Far on Foot",(2018),6.8,67,27864,"Biography, Comedy, Drama",114
Dogman,(2018),7.2,71,27494,"Crime, Drama, Thriller",103
Super Troopers 2,(2018),6.0,41,26982,"Comedy, Crime, Mystery",99
The Night Comes for Us,(2018),6.9,69,26771,"Action, Thriller",121
The Outsider,(I) (2018),6.2,30,26724,"Action, Crime, Drama",120
Won't You Be My Neighbor?,(2018),8.3,85,26027,"Documentary, Biography",95
The Wild Pear Tree,(2018),8.0,86,24927,Drama,188
Welcome to Marwen,(2018),6.2,40,24481,"Biography, Comedy, Drama",116
Colette,(I) (2018),6.7,74,24325,"Biography, Drama, History",111
Bad Samaritan,(2018),6.4,42,24092,"Crime, Horror, Thriller",110
Night Hunter,(2018),5.9,31,23886,"Action, Thriller",98
The Possession of Hannah Grace,(2018),5.2,37,23616,"Horror, Mystery, Thriller",86
The Miseducation of Cameron Post,(2018),6.6,69,23380,"Comedy, Drama",91
"Juliet, Naked",(2018),6.6,67,23143,"Comedy, Drama, Music",97
Terminal,(I) (2018),5.3,27,23133,"Comedy, Crime, Drama",95
Beirut,(2018),6.5,69,22955,"Action, Crime, Drama",109
The Week Of,(2018),5.2,41,22613,Comedy,116
Early Man,(2018),6.1,68,22563,"Animation, Adventure, Comedy",89
Ben Is Back,(2018),6.7,66,22550,Drama,103
Life Itself,(2018),6.8,21,22538,"Drama, Romance",117
Never Look Away,(2018),7.7,68,22368,"Biography, Drama, Romance",189
Every Day,(2018),6.4,52,22138,"Drama, Fantasy, Romance",97
Like Father,(2018),6.1,52,21838,"Comedy, Drama",98
Goosebumps 2: Slappy's Revenge,(2018),5.6,53,21810,"Adventure, Comedy, Fantasy",90
The Hurricane Heist,(2018),5.1,35,21065,"Action, Adventure, Crime",103
Traffik,(2018),5.9,37,20597,"Action, Thriller",96
The Man Who Killed Don Quixote,(2018),6.3,58,20423,"Adventure, Comedy, Drama",132
Private Life,(2018),7.2,83,20243,"Comedy, Drama",123
Assassination Nation,(2018),6.0,56,20094,"Action, Comedy, Crime",108
Teen Titans GO! To the Movies,(2018),6.7,69,19957,"Animation, Action, Adventure",84
A Private War,(2018),6.7,75,19809,"Biography, Drama, War",110
Fahrenheit 11/9,(2018),7.1,69,19692,Documentary,128
The Command,(2018),6.6,55,19482,"Action, Adventure, Drama",117
Skin,(V) (2018),6.8,58,19196,"Biography, Crime, Drama",118
Vox Lux,(2018),5.9,67,18734,"Drama, Music",114
Happy as Lazzaro,(2018),7.5,87,18711,"Drama, Fantasy, Mystery",128
Occupation,(2018),4.6,45,18369,"Action, Drama, Sci-Fi",119
Thunder Road,(2018),7.0,79,18325,"Comedy, Drama",92
The Tale,(2018),7.2,90,18323,"Biography, Drama, Mystery",114
The Vanishing,(II) (2018),5.9,64,18305,"Drama, Mystery, Thriller",107
Alex Strangelove,(2018),6.3,62,18290,"Comedy, Drama, Romance",99
Forever My Girl,(2018),6.6,36,18264,"Comedy, Drama, Music",108
Ibiza,(2018),5.2,56,17959,"Comedy, Romance",94
Hell Fest,(2018),5.5,26,17775,"Horror, Thriller",89
The Lie,(2018),5.8,45,17745,"Drama, Thriller",97
Kin,(I) (2018),5.8,35,17517,"Action, Drama, Sci-Fi",102
The American Meme,(2018),6.4,60,16701,Documentary,98
A Futile and Stupid Gesture,(2018),6.7,55,16654,"Biography, Comedy",101
I Can Only Imagine,(2018),7.3,30,16607,"Biography, Drama, Family",110
Lords of Chaos,(2018),6.6,48,16601,"Biography, Drama, Horror",118
The Kindergarten Teacher,(2018),6.7,75,16598,"Drama, Thriller",96
Shadow,(2018),7.0,81,16345,"Action, Adventure, Drama",116
Mirai,(2018),7.0,81,16328,"Animation, Adventure, Drama",98
Breaking In,(2018),5.5,42,16168,"Action, Thriller",88
7 Days in Entebbe,(2018),5.9,49,16166,"Action, Drama, History",107
Siberia,(2018),4.3,34,15957,"Crime, Romance, Thriller",104
Gotti,(2018),4.7,24,15877,"Biography, Crime, Drama",112
City of Lies,(2018),6.5,44,15815,"Biography, Crime, Drama",112
Little Italy,(2018),5.7,28,15759,"Comedy, Romance",102
Slaughterhouse Rulez,(2018),5.3,39,15274,"Action, Comedy, Fantasy",104
King of Thieves,(2018),5.5,48,15113,"Biography, Crime, Drama",108
Girl,(II) (2018),7.1,73,15034,Drama,105
The Hummingbird Project,(2018),6.2,58,15026,"Drama, Thriller",111
Galveston,(2018),6.2,57,14898,"Action, Crime, Drama",91
Uncle Drew,(2018),5.8,57,14777,"Comedy, Sport",103
Utøya: July 22,(2018),7.2,71,14685,"Drama, Thriller",93
Down a Dark Hall,(2018),5.0,56,14532,"Drama, Fantasy, Horror",96
RBG,(2018),7.6,71,14475,"Documentary, Biography",98
Wild Rose,(2018),7.1,80,14247,"Drama, Music",101
The Night Eats the World,(2018),6.0,50,13967,"Drama, Horror, Thriller",93
Wildling,(2018),5.5,58,13964,"Drama, Fantasy, Horror",92
Billionaire Boys Club,(2018),5.6,30,13605,"Biography, Drama, Thriller",108
In Darkness,(2018),5.7,59,13562,"Mystery, Thriller",110
Stockholm,(2018),6.1,54,13507,"Biography, Comedy, Crime",92
The Front Runner,(2018),6.1,61,13466,"Biography, Drama, History",113
Final Score,(2018),5.8,53,13303,"Action, Drama, Thriller",104
Red Joan,(2018),6.4,45,13054,"Biography, Drama, History",101
Then Came You,(2018),6.9,44,12928,"Adventure, Comedy, Drama",97
Sherlock Gnomes,(2018),5.2,36,12872,"Animation, Adventure, Comedy",86
Level 16,(2018),6.1,46,12798,"Drama, Mystery, Sci-Fi",102
The Quake,(2018),6.2,70,12694,"Action, Drama, Thriller",106
The Man Who Killed Hitler and Then the Bigfoot,(2018),5.7,51,12669,"Adventure, Drama, Sci-Fi",98
Acts of Violence,(2018),5.3,28,12581,"Action, Crime, Thriller",86
In Fabric,(2018),6.2,81,12466,"Comedy, Drama, Fantasy",118
Birds of Passage,(2018),7.5,85,12373,"Crime, Drama",125
A-X-L,(2018),5.3,29,12275,"Action, Adventure, Drama",98
Black '47,(2018),6.8,65,12229,"Action, Drama, History",100
Balloon,(2018),7.5,53,12048,"Drama, History, Thriller",125
Ideal Home,(2018),6.4,62,12047,"Comedy, Drama",91
Gloria Bell,(2018),6.3,79,12044,"Comedy, Drama, Music",102
Rust Creek,(2018),5.9,59,12027,"Crime, Drama, Thriller",108
Ophelia,(I) (2018),6.5,60,11912,"Drama, Romance, Thriller",106
Father of the Year,(2018),5.2,32,11818,Comedy,94
Action Point,(2018),5.1,36,11698,Comedy,85
Spinning Man,(2018),5.6,44,11679,"Drama, Mystery, Thriller",100
Pimp,(2018),6.0,44,11497,"Crime, Drama, Romance",86
London Fields,(2018),3.9,16,11330,"Crime, Mystery, Thriller",118
Hearts Beat Loud,(2018),6.9,65,11151,"Comedy, Drama, Music",97
Sink or Swim,(2018),6.9,47,11139,"Comedy, Drama, Sport",121
I Think We're Alone Now,(2018),5.7,51,11074,"Drama, Mystery, Sci-Fi",99
El Angel,(2018),6.9,61,10929,"Biography, Crime, Drama",118
Trial by Fire,(I) (2018),7.0,51,10913,"Biography, Drama",127
Transit,(I) (2018),6.9,82,10743,"Drama, Sci-Fi",101
Mary Magdalene,(2018),5.9,48,10636,"Biography, Drama, History",120
I Still See You,(2018),5.8,31,10467,"Fantasy, Horror, Sci-Fi",98
Woman at War,(2018),7.4,81,10289,"Adventure, Comedy, Drama",101
The Little Stranger,(2018),5.5,67,10198,"Drama, Horror, Mystery",111
Proud Mary,(2018),5.0,35,10120,"Action, Crime, Drama",89
The Catcher Was a Spy,(2018),6.2,49,10025,"Biography, Drama, History",94
Irreplaceable You,(2018),6.4,34,9855,"Comedy, Drama, Romance",96
Minding the Gap,(2018),8.0,89,9802,"Documentary, Sport",93
Aniara,(2018),6.3,61,9769,"Drama, Sci-Fi",106
Ash Is Purest White,(2018),7.0,85,9731,"Crime, Drama, Romance",136
Heavy Trip,(2018),7.0,72,9586,"Comedy, Music",92
Zoe,(I) (2018),6.1,39,9463,"Romance, Sci-Fi",104
Joker,(I) (2019),8.4,59,1289406,"Crime, Drama, Thriller",122
Avengers: Endgame,(2019),8.4,78,1133405,"Action, Adventure, Drama",181
Parasite,(2019),8.5,96,806621,"Drama, Thriller",132
Once Upon a Time in Hollywood,(2019),7.6,83,741894,"Comedy, Drama",161
Knives Out,(2019),7.9,82,673074,"Comedy, Crime, Drama",130
1917,(2019),8.2,78,593678,"Action, Drama, War",119
Captain Marvel,(2019),6.8,64,563365,"Action, Adventure, Sci-Fi",123
Spider-Man: Far from Home,(2019),7.4,69,496236,"Action, Adventure, Sci-Fi",129
Star Wars: Episode IX - The Rise of Skywalker,(2019),6.5,53,454228,"Action, Adventure, Fantasy",141
Ford v Ferrari,(2019),8.1,81,397385,"Action, Biography, Drama",152
Jojo Rabbit,(2019),7.9,58,393432,"Comedy, Drama, War",108
The Irishman,(2019),7.8,94,391393,"Biography, Crime, Drama",209
John Wick: Chapter 3 - Parabellum,(2019),7.4,73,347613,"Action, Crime, Thriller",130
The Gentlemen,(2019),7.8,51,343163,"Action, Comedy, Crime",113
Shazam!,(2019),7.0,71,341973,"Action, Adventure, Comedy",132
Midsommar,(2019),7.1,72,327917,"Drama, Horror, Mystery",148
Marriage Story,(2019),7.9,94,313024,"Drama, Romance",137
Us,(II) (2019),6.8,81,303147,"Horror, Mystery, Thriller",116
Uncut Gems,(2019),7.4,91,285492,"Crime, Drama, Thriller",135
Alita: Battle Angel,(2019),7.3,53,271388,"Action, Adventure, Sci-Fi",122
It Chapter Two,(2019),6.5,58,269061,"Drama, Fantasy, Horror",169
Aladdin,(2019),6.9,53,268774,"Adventure, Comedy, Family",128
Jumanji: The Next Level,(2019),6.7,58,253875,"Action, Adventure, Comedy",123
El Camino: A Breaking Bad Movie,(2019),7.3,72,253662,"Action, Crime, Drama",122
Toy Story 4,(2019),7.7,84,253356,"Animation, Adventure, Comedy",100
The Lion King,(2019),6.8,55,247360,"Animation, Adventure, Drama",118
Glass,(2019),6.6,43,246199,"Drama, Horror, Sci-Fi",129
Ad Astra,(2019),6.5,80,238410,"Adventure, Drama, Mystery",123
The Platform,(2019),7.0,73,229382,"Horror, Sci-Fi, Thriller",94
The Lighthouse,(I) (2019),7.4,83,220385,"Comedy, Drama, Fantasy",109
Fast & Furious Presents: Hobbs & Shaw,(2019),6.5,60,215076,"Action, Adventure, Thriller",137
Little Women,(2019),7.8,91,208674,"Drama, Romance",135
Doctor Sleep,(2019),7.3,59,195889,"Drama, Fantasy, Horror",152
X-Men: Dark Phoenix,(2019),5.7,43,189535,"Action, Adventure, Sci-Fi",113
Godzilla: King of the Monsters,(2019),6.0,48,185169,"Action, Adventure, Fantasy",132
Zombieland: Double Tap,(2019),6.7,55,182338,"Action, Comedy, Horror",99
Terminator: Dark Fate,(2019),6.2,54,179982,"Action, Adventure, Sci-Fi",128
6 Underground,(2019),6.1,41,179449,"Action, Thriller",128
Rocketman,(I) (2019),7.3,69,177285,"Biography, Drama, Musical",121
Frozen II,(2019),6.8,64,175283,"Animation, Adventure, Comedy",103
Pokémon: Detective Pikachu,(2019),6.5,53,165467,"Action, Adventure, Comedy",104
Klaus,(2019),8.2,65,159520,"Animation, Adventure, Comedy",96
Yesterday,(III) (2019),6.8,55,155339,"Comedy, Fantasy, Music",116
Ready or Not,(I) (2019),6.8,64,154551,"Action, Comedy, Horror",95
Men in Black: International,(2019),5.6,38,136382,"Action, Adventure, Comedy",114
The King,(I) (2019),7.3,62,132489,"Biography, Drama, History",140
How to Train Your Dragon: The Hidden World,(2019),7.4,71,131497,"Animation, Action, Adventure",104
Murder Mystery,(2019),6.0,38,130946,"Action, Comedy, Crime",97
Triple Frontier,(2019),6.4,61,130720,"Action, Thriller",125
Sound of Metal,(2019),7.7,82,130027,"Drama, Music",120
The Two Popes,(2019),7.6,75,125363,"Biography, Comedy, Drama",125
Escape Room,(I) (2019),6.4,48,124897,"Action, Adventure, Horror",99
Booksmart,(2019),7.1,84,121113,Comedy,102
Bombshell,(I) (2019),6.8,64,116734,"Biography, Drama",109
Gemini Man,(2019),5.7,38,114827,"Action, Adventure, Sci-Fi",117
Long Shot,(2019),6.8,67,112701,"Comedy, Romance",125
Maleficent: Mistress of Evil,(2019),6.6,43,107207,"Adventure, Family, Fantasy",119
Hustlers,(2019),6.3,79,101495,"Comedy, Crime, Drama",110
Rambo: Last Blood,(2019),6.1,26,100266,"Action, Crime, Thriller",89
Brightburn,(2019),6.1,44,99782,"Drama, Horror, Mystery",90
Angel Has Fallen,(2019),6.4,45,99561,"Action, Thriller",121
"Extremely Wicked, Shockingly Evil and Vile",(2019),6.7,52,95845,"Biography, Crime, Drama",110
Portrait of a Lady on Fire,(2019),8.1,95,93715,"Drama, Romance",122
Pet Sematary,(2019),5.7,57,93293,"Horror, Mystery, Thriller",101
The Highwaymen,(2019),6.9,58,93130,"Biography, Crime, Drama",132
I Am Mother,(2019),6.7,64,92495,"Drama, Mystery, Sci-Fi",113
The Peanut Butter Falcon,(2019),7.6,70,91856,"Adventure, Comedy, Drama",97
Hellboy,(2019),5.2,31,91802,"Action, Adventure, Fantasy",120
Polar,(I) (2019),6.3,19,91545,"Action, Thriller",118
Dark Waters,(2019),7.6,73,90265,"Biography, Drama, History",126
Richard Jewell,(2019),7.5,68,89099,"Biography, Crime, Drama",131
Midway,(2019),6.7,47,87071,"Action, Drama, History",138
Crawl,(I) (2019),6.1,60,85898,"Action, Adventure, Horror",87
Anna,(II) (2019),6.6,40,83986,"Action, Thriller",118
Fighting with My Family,(2019),7.1,68,82574,"Biography, Comedy, Drama",108
Last Christmas,(2019),6.5,50,82335,"Comedy, Drama, Fantasy",103
A Beautiful Day in the Neighborhood,(2019),7.2,80,81658,"Biography, Drama",109
The Dead Don't Die,(2019),5.4,53,79816,"Comedy, Fantasy, Horror",104
Scary Stories to Tell in the Dark,(2019),6.2,61,78300,"Adventure, Horror, Mystery",108
Fractured,(I) (2019),6.4,36,77643,Thriller,99
Annabelle Comes Home,(2019),5.9,53,77355,"Horror, Mystery, Thriller",106
Dumbo,(2019),6.3,51,77291,"Adventure, Family, Fantasy",112
Happy Death Day 2U,(2019),6.2,57,76386,"Comedy, Horror, Mystery",100
Charlie's Angels,(2019),4.9,52,74761,"Action, Adventure, Comedy",118
Isn't It Romantic,(2019),5.9,60,70824,"Comedy, Fantasy, Musical",89
Cold Pursuit,(2019),6.2,57,70607,"Action, Comedy, Crime",119
Five Feet Apart,(2019),7.2,53,69203,"Drama, Romance",116
Just Mercy,(2019),7.6,68,68840,"Biography, Crime, Drama",137
21 Bridges,(2019),6.6,51,68689,"Action, Crime, Drama",99
The Lego Movie 2: The Second Part,(2019),6.6,65,68250,"Animation, Action, Adventure",107
The Farewell,(I) (2019),7.5,89,65557,"Comedy, Drama",100
The Secret Life of Pets 2,(2019),6.4,55,63401,"Animation, Adventure, Comedy",86
Guns Akimbo,(2019),6.3,42,63129,"Action, Comedy, Crime",98
Velvet Buzzsaw,(2019),5.7,61,62295,"Horror, Mystery, Thriller",113
Dolemite Is My Name,(2019),7.2,76,61674,"Biography, Comedy, Drama",118
Vivarium,(2019),5.8,64,60985,"Horror, Mystery, Sci-Fi",97
The Hustle,(I) (2019),5.4,35,60846,"Comedy, Crime",93
Pain and Glory,(2019),7.5,87,59104,Drama,113
Motherless Brooklyn,(2019),6.8,60,58547,"Crime, Drama, Mystery",144
In the Tall Grass,(2019),5.4,46,57735,"Horror, Mystery, Sci-Fi",101
Downton Abbey,(2019),7.4,64,57607,"Drama, Romance",122
Always Be My Maybe,(2019),6.8,64,57452,"Comedy, Romance",101
After,(I) (2019),5.3,30,57022,"Drama, Romance",105
Captive State,(2019),6.0,54,54971,"Action, Horror, Sci-Fi",109
Shaft,(2019),6.4,40,54585,"Action, Comedy, Crime",111
