name,year,imdb_rating,metascore,votes,genre,runtime
Waves,(I) (2019),7.5,80,26559,"Drama, Romance, Sport",135
Jay and Silent Bob Reboot,(2019),5.6,46,26411,"Action, Adventure, Comedy",105
Apollo 11,(I) (2019),8.1,88,25849,"Documentary, History",93
Les Misérables,(2019),7.6,78,25639,"Crime, Drama, Thriller",104
A Dog's Journey,(2019),7.4,43,25566,"Adventure, Comedy, Drama",109
Blinded by the Light,(2019),6.9,71,25543,"Comedy, Drama, Music",118
Close,(I) (2019),5.7,51,25387,"Action, Drama, Thriller",94
A Hidden Life,(2019),7.4,78,25035,"Biography, Drama, Romance",174
Swallow,(I) (2019),6.5,65,24547,"Drama, Thriller",94
Black and Blue,(I) (2019),6.4,54,24450,"Action, Thriller",108
The Goldfinch,(2019),6.4,40,24141,Drama,149
Noelle,(2019),6.3,48,23799,"Adventure, Comedy, Family",100
The Assistant,(III) (2019),6.4,79,23437,Drama,87
Someone Great,(2019),6.1,63,23217,"Comedy, Romance",92
Let It Snow,(2019),5.8,51,23195,"Comedy, Romance",92
Sorry We Missed You,(2019),7.6,82,23174,Drama,101
The Beach Bum,(2019),5.5,55,23015,Comedy,95
"Where'd You Go, Bernadette",(2019),6.5,51,22586,"Comedy, Drama",109
Lady and the Tramp,(2019),6.2,48,22397,"Adventure, Comedy, Family",111
American Factory,(2019),7.4,86,22368,Documentary,110
The Aftermath,(2019),6.3,43,21774,"Drama, Romance, War",108
Wine Country,(2019),5.4,56,21672,"Adventure, Comedy, Drama",103
The Kitchen,(2019),5.6,35,21604,"Action, Crime, Drama",102
Brittany Runs a Marathon,(2019),6.8,72,20623,"Comedy, Drama",104
The Personal History of David Copperfield,(2019),6.4,77,20621,"Comedy, Drama",119
The Last Black Man in San Francisco,(2019),7.3,83,19937,Drama,121
Wounds,(2019),4.1,51,19847,"Drama, Horror, Mystery",95
The Hole in the Ground,(2019),5.6,63,19470,"Drama, Horror, Mystery",90
Corpus Christi,(2019),7.7,77,19422,Drama,115
First Cow,(2019),7.1,89,19199,"Drama, Western",122
Radioactive,(2019),6.2,56,19065,"Biography, Drama, Romance",109
An Officer and a Spy,(2019),7.2,56,18793,"Drama, History, Thriller",132
Paradise Hills,(2019),5.3,49,18784,"Fantasy, Mystery, Sci-Fi",95
Come to Daddy,(2019),6.0,64,18612,"Comedy, Horror, Mystery",96
A Dog's Way Home,(2019),6.7,50,18575,"Adventure, Drama, Family",96
The Intruder,(I) (2019),5.6,39,18394,"Horror, Thriller",102
Honeyland,(2019),8.0,85,18197,"Documentary, Drama",89
Can You Keep a Secret?,(2019),5.3,35,17976,"Comedy, Romance",94
Little Monsters,(2019),6.3,59,17853,"Comedy, Horror, Sci-Fi",93
The Wretched,(2019),5.8,61,17652,"Horror, Mystery",95
Monos,(2019),6.9,78,17617,"Adventure, Drama, Thriller",102
The Best of Enemies,(2019),7.3,49,17578,"Biography, Drama, History",133
The Kid Who Would Be King,(2019),6.1,66,17342,"Action, Adventure, Family",120
Diego Maradona,(2019),7.7,78,17298,"Documentary, Biography, Sport",130
Black Christmas,(2019),3.5,49,17214,"Horror, Mystery, Thriller",92
La Belle Époque,(2019),7.4,75,17026,"Comedy, Drama, Fantasy",115
Avengement,(I) (2019),6.6,63,16954,"Action, Crime",87
Babyteeth,(2019),7.2,77,16560,"Comedy, Drama, Music",118
"Yes, God, Yes",(2019),6.1,71,16148,"Comedy, Drama",78
3 from Hell,(2019),5.4,50,15970,"Action, Horror",115
"The Gangster, the Cop, the Devil",(2019),6.9,65,15754,"Action, Crime, Thriller",109
The Golden Glove,(2019),6.7,38,15427,"Crime, Drama, Thriller",115
The Edge of Democracy,(2019),7.3,81,15163,"Documentary, History",121
Tell Me Who I Am,(2019),7.6,69,15069,"Documentary, Drama, Mystery",86
Playing with Fire,(I) (2019),5.1,24,15057,"Comedy, Family",96
Earthquake Bird,(2019),5.9,51,14916,"Crime, Drama, Mystery",107
Villains,(I) (2019),6.2,63,14865,"Comedy, Drama, Horror",90
Point Blank,(2019),5.7,37,14678,"Action, Crime, Drama",86
Paddleton,(2019),7.1,70,14306,"Comedy, Drama",89
A Shaun the Sheep Movie: Farmageddon,(2019),6.8,79,14266,"Animation, Adventure, Comedy",86
Unplanned,(I) (2019),5.5,10,14126,"Biography, Drama",109
Big Time Adolescence,(2019),6.9,64,14098,"Comedy, Drama",91
Light of My Life,(I) (2019),6.6,67,14057,"Drama, Sci-Fi, Thriller",119
Little,(I) (2019),5.5,49,13714,"Comedy, Fantasy, Romance",109
Luce,(I) (2019),6.6,72,13643,"Drama, Mystery",109
Pinocchio,(2019),6.2,65,13566,"Drama, Family, Fantasy",125
1BR,(2019),5.8,56,13538,"Drama, Horror, Thriller",90
The Inventor: Out for Blood in Silicon Valley,(2019),7.2,66,13532,"Documentary, Crime",119
Mine 9,(2019),6.0,65,13434,"Drama, Thriller",83
System Crasher,(2019),7.8,89,13414,Drama,125
The Mortuary Collection,(2019),6.4,69,13225,"Fantasy, Horror",108
The Souvenir,(2019),6.4,92,13191,"Drama, Romance",120
And Then We Danced,(2019),7.6,68,13170,"Drama, Romance",113
Mr. Jones,(2019),6.9,68,13073,"Biography, Drama, Thriller",119
The Mustang,(2019),6.8,77,12939,Drama,96
Cuck,(2019),4.3,40,12925,"Crime, Drama, Thriller",115
Knock Down the House,(2019),7.3,80,12749,Documentary,87
Our Friend,(2019),7.3,57,12720,"Drama, Romance",124
Waiting for the Barbarians,(2019),5.9,52,12597,Drama,112
Collective,(2019),8.1,95,12456,"Documentary, Crime",109
The Fanatic,(2019),4.1,18,12273,"Crime, Drama, Horror",88
The Last Full Measure,(2019),6.8,51,12179,"Drama, War",116
Plus One,(I) (2019),6.6,65,12155,"Comedy, Drama, Romance",98
Wonder Park,(2019),5.8,45,12120,"Animation, Adventure, Comedy",85
Queen of Hearts,(2019),7.1,67,11982,Drama,127
Sea Fever,(2019),5.7,60,11979,"Drama, Horror, Mystery",95
For Sama,(2019),8.5,89,11857,"Documentary, Biography, War",100
True History of the Kelly Gang,(2019),6.0,75,11793,"Biography, Crime, Drama",124
Miss Bala,(2019),5.8,41,11708,"Action, Crime, Drama",104
Killers Anonymous,(2019),4.2,22,11685,"Action, Crime, Mystery",95
Triple Threat,(2019),5.6,60,11667,"Action, Thriller",96
The Traitor,(2019),7.1,64,11660,"Biography, Crime, Drama",153
Otherhood,(2019),6.1,38,11586,Comedy,100
Beanpole,(2019),7.2,84,11436,"Drama, War",130
Don't Let Go,(2019),6.3,49,11341,"Drama, Horror, Mystery",103
Tenet,(2020),7.3,69,508815,"Action, Sci-Fi, Thriller",150
Soul,(2020),8.0,83,332406,"Animation, Adventure, Comedy",100
Wonder Woman 1984,(2020),5.4,60,270073,"Action, Adventure, Fantasy",151
Birds of Prey,(2020),6.0,60,241515,"Action, Adventure, Comedy",109
A Quiet Place Part II,(2020),7.2,71,232177,"Drama, Horror, Sci-Fi",97
The Invisible Man,(I) (2020),7.1,72,230666,"Drama, Horror, Mystery",124
Extraction,(2020),6.7,56,205691,"Action, Thriller",116
Enola Holmes,(2020),6.6,68,194819,"Action, Adventure, Crime",123
The Trial of the Chicago 7,(2020),7.7,76,179108,"Drama, History, Thriller",129
Promising Young Woman,(2020),7.5,73,175929,"Crime, Drama, Mystery",113
The Old Guard,(2020),6.6,70,167382,"Action, Thriller",125
Nomadland,(2020),7.3,91,163110,Drama,107
Another Round,(2020),7.7,79,162652,"Comedy, Drama",117
Bad Boys for Life,(2020),6.5,59,162561,"Action, Comedy, Crime",124
Palm Springs,(2020),7.4,83,161649,"Comedy, Fantasy, Mystery",90
The Father,(I) (2020),8.2,88,156031,"Drama, Mystery",97
Onward,(I) (2020),7.4,61,151601,"Animation, Adventure, Comedy",102
Mulan,(2020),5.7,66,149528,"Action, Adventure, Drama",115
Borat Subsequent Moviefilm,(2020),6.6,68,142422,Comedy,95
Sonic the Hedgehog,(2020),6.5,47,141702,"Action, Adventure, Comedy",99
The Devil All the Time,(2020),7.1,55,137055,"Crime, Drama, Thriller",138
I Care a Lot,(2020),6.3,66,134255,"Comedy, Crime, Drama",118
Love and Monsters,(I) (2020),6.9,63,129567,"Action, Adventure, Comedy",109
The French Dispatch,(2020),7.1,74,124338,"Comedy, Drama, Romance",107
Greenland,(2020),6.4,64,118923,"Action, Thriller",119
The Hunt,(II) (2020),6.5,50,116335,"Action, Horror, Thriller",90
Greyhound,(2020),7.0,64,99141,"Action, Drama, History",91
Hamilton,(2020),8.4,89,96074,"Biography, Drama, History",160
Eurovision Song Contest: The Story of Fire Saga,(2020),6.5,50,95411,"Comedy, Musical",123
Project Power,(2020),6.0,51,90064,"Action, Crime, Sci-Fi",113
Spenser Confidential,(2020),6.2,49,89938,"Action, Comedy, Drama",111
I'm Thinking of Ending Things,(2020),6.6,78,88685,"Drama, Thriller",134
News of the World,(2020),6.8,73,88157,"Action, Adventure, Drama",118
Underwater,(2020),5.8,48,84591,"Action, Horror, Sci-Fi",95
The Midnight Sky,(2020),5.6,58,84254,"Adventure, Drama, Sci-Fi",118
The Social Dilemma,(2020),7.6,78,83859,"Documentary, Drama",94
Minari,(2020),7.4,89,82897,Drama,115
Run,(I) (2020),6.7,67,81542,"Mystery, Thriller",90
The New Mutants,(2020),5.3,43,81213,"Action, Horror, Mystery",94
Bloodshot,(2020),5.7,44,79147,"Action, Adventure, Sci-Fi",109
Mank,(2020),6.8,79,76405,"Biography, Comedy, Drama",131
The Woman in the Window,(2020),5.7,41,76392,"Crime, Drama, Mystery",100
Unhinged,(I) (2020),6.0,40,69933,"Action, Thriller",90
Holidate,(2020),6.1,44,69530,"Comedy, Romance",104
The King of Staten Island,(2020),7.1,67,69454,"Comedy, Drama",136
Boss Level,(2020),6.8,56,69392,"Action, Adventure, Comedy",100
Dolittle,(2020),5.6,26,65677,"Adventure, Comedy, Family",101
The Courier,(2020),7.2,65,63152,"Drama, History, Thriller",112
Monster Hunter,(I) (2020),5.2,47,60367,"Action, Adventure, Fantasy",103
Freaky,(2020),6.3,67,60219,"Comedy, Horror, Thriller",102
Demon Slayer the Movie: Mugen Train,(2020),8.2,72,59268,"Animation, Action, Adventure",117
Ava,(IV) (2020),5.4,39,57150,"Action, Drama, Thriller",96
My Octopus Teacher,(2020),8.1,82,55880,Documentary,85
Emma.,(2020),6.7,71,55724,"Comedy, Drama, Romance",124
The Night House,(2020),6.5,68,55409,"Horror, Mystery, Thriller",107
Ma Rainey's Black Bottom,(2020),6.9,87,54355,"Drama, Music",94
Fantasy Island,(2020),4.9,22,53642,"Fantasy, Horror, Mystery",109
Da 5 Bloods,(2020),6.5,82,52205,"Adventure, Drama, War",154
Riders of Justice,(2020),7.5,81,52160,"Action, Comedy, Drama",116
Hubie Halloween,(2020),5.2,53,52037,"Comedy, Mystery",103
Honest Thief,(2020),6.0,46,51628,"Action, Thriller",99
Pieces of a Woman,(2020),7.0,66,50861,Drama,126
The Call of the Wild,(2020),6.7,48,50685,"Adventure, Drama, Family",100
Bill & Ted Face the Music,(2020),5.9,65,48732,"Adventure, Comedy, Music",91
The Way Back,(I) (2020),6.7,66,47555,"Drama, Sport",108
The Croods: A New Age,(2020),6.9,56,44688,"Animation, Adventure, Comedy",95
His House,(2020),6.5,72,43193,"Drama, Horror, Thriller",93
Hillbilly Elegy,(2020),6.7,38,43040,Drama,116
Rebecca,(I) (2020),6.0,46,42972,"Drama, Mystery, Romance",123
The Babysitter: Killer Queen,(2020),5.8,22,42730,"Comedy, Horror",101
Happiest Season,(2020),6.6,69,42444,"Comedy, Drama, Romance",102
The Witches,(2020),5.3,47,42267,"Adventure, Comedy, Family",106
The Wrong Missy,(2020),5.7,33,40683,"Comedy, Romance",90
To All the Boys: P.S. I Still Love You,(2020),6.0,54,40311,"Comedy, Drama, Romance",101
The Half of It,(I) (2020),6.9,74,38780,"Comedy, Drama, Romance",104
Escape from Pretoria,(2020),6.8,56,38412,"Biography, Crime, Mystery",106
Possessor,(2020),6.5,72,37570,"Horror, Mystery, Sci-Fi",103
"Quo Vadis, Aida?",(2020),8.0,97,34239,"Drama, History, War",101
Peninsula,(2020),5.5,51,33762,"Action, Horror, Thriller",116
Wolfwalkers,(2020),8.0,87,33312,"Animation, Adventure, Family",103
The Rental,(2020),5.7,62,33212,"Drama, Horror, Mystery",88
After We Collided,(2020),5.0,14,32947,"Drama, Romance",105
On the Rocks,(2020),6.4,73,32926,"Comedy, Drama, Romance",96
All the Bright Places,(2020),6.5,61,32895,"Drama, Romance",107
The Kissing Booth 2,(2020),5.7,39,32850,"Comedy, Romance",134
David Attenborough: A Life on Our Planet,(2020),8.9,72,32516,"Documentary, Biography",83
One Night in Miami...,(2020),7.1,83,32506,Drama,114
The Christmas Chronicles: Part Two,(2020),6.0,51,32279,"Adventure, Comedy, Family",112
Host,(II) (2020),6.5,73,31722,"Horror, Mystery",57
Gretel & Hansel,(2020),5.5,64,31575,"Fantasy, Horror, Mystery",87
My Spy,(2020),6.3,46,31433,"Action, Comedy",99
Cuties,(2020),3.6,67,31029,Drama,96
The Dissident,(2020),7.8,81,29994,"Documentary, Crime, Thriller",119
The Banker,(2020),7.3,59,29528,"Biography, Drama",120
American Murder: The Family Next Door,(2020),7.2,67,29147,"Documentary, Crime",83
Never Rarely Sometimes Always,(2020),7.4,92,28883,Drama,101
Artemis Fowl,(2020),4.2,31,28795,"Adventure, Family, Fantasy",95
Let Him Go,(2020),6.7,63,28495,"Crime, Drama, Thriller",113
The Dry,(2020),6.8,69,27773,"Crime, Drama, Mystery",117
Shadow in the Cloud,(2020),5.0,66,27724,"Action, Horror, War",83
Antebellum,(2020),5.8,43,27699,"Drama, Horror, Mystery",105
The Prom,(2020),5.9,55,27681,"Comedy, Drama, Musical",130
Relic,(2020),6.0,77,27434,"Drama, Horror, Mystery",89
Scoob!,(2020),5.6,43,27389,"Animation, Adventure, Comedy",93
The Grudge,(I) (2020),4.4,41,26930,"Fantasy, Horror",94
Fatman,(2020),5.9,40,26925,"Action, Adventure, Comedy",100
The Lovebirds,(2020),6.1,59,26495,"Action, Comedy, Crime",86
Sputnik,(2020),6.4,61,24822,"Drama, Horror, Mystery",113
Run Hide Fight,(2020),6.3,13,24593,"Crime, Drama, Thriller",109
An American Pickle,(2020),5.7,58,24417,"Comedy, Fantasy",88
Trolls 2: World Tour,(2020),6.1,51,24159,"Animation, Adventure, Comedy",91
Archive,(2020),6.3,67,22975,"Drama, Mystery, Sci-Fi",109
Over the Moon,(2020),6.3,60,22934,"Animation, Adventure, Comedy",95
Shiva Baby,(2020),7.1,79,22857,"Comedy, Drama",77
Lost Girls,(2020),6.1,67,22478,"Crime, Drama, Mystery",95
You Should Have Left,(2020),5.4,46,22268,"Horror, Thriller",93
The Wolf of Snow Hollow,(2020),6.2,67,22052,"Comedy, Horror, Mystery",85
The War with Grandpa,(2020),5.6,34,21655,"Comedy, Drama, Family",94
Alone,(V) (2020),6.2,70,21509,"Drama, Horror, Mystery",98
Capone,(2020),4.7,46,21284,"Biography, Crime, Drama",103
Irresistible,(I) (2020),6.3,47,21259,"Comedy, Drama",101
Uncle Frank,(2020),7.3,58,21052,"Comedy, Drama",95
Love Wedding Repeat,(2020),5.5,41,20939,"Comedy, Romance",100
Minamata,(2020),7.3,55,20534,Drama,115
Miss Americana,(2020),7.4,65,20386,"Documentary, Biography, Music",85
Kajillionaire,(2020),6.4,78,19589,"Comedy, Crime, Drama",104
The Willoughbys,(2020),6.3,68,19578,"Animation, Adventure, Comedy",90
The Kid Detective,(2020),7.0,74,19510,"Comedy, Drama, Mystery",100
Jingle Jangle: A Christmas Journey,(2020),6.4,69,19495,"Family, Fantasy, Musical",122
Ammonite,(2020),6.5,72,19103,"Biography, Drama, History",120
The SpongeBob Movie: Sponge on the Run,(2020),5.9,65,18900,"Animation, Adventure, Comedy",91
The Rhythm Section,(2020),5.4,45,18861,"Action, Drama, Mystery",109
Horse Girl,(I) (2020),6.0,61,18273,"Drama, Mystery, Thriller",103
Brahms: The Boy II,(2020),4.7,29,18265,"Drama, Horror, Mystery",86
The Dark and the Wicked,(2020),6.1,72,18002,Horror,95
"Love, Guaranteed",(2020),5.6,39,17887,"Comedy, Romance",90
Becky,(II) (2020),5.9,54,17560,"Action, Crime, Drama",93
Dangerous Lies,(2020),5.3,51,17530,Thriller,96
The Night Clerk,(2020),5.6,44,16440,"Crime, Drama, Mystery",90
The Boys in the Band,(2020),6.8,70,16207,Drama,121
A Fall from Grace,(2020),5.9,34,15905,Thriller,120
Inheritance,(I) (2020),5.5,31,15852,"Drama, Mystery, Thriller",111
The Hater,(2020),7.1,61,15815,"Drama, Thriller",135
The Last Thing He Wanted,(2020),4.3,35,15790,"Crime, Drama, Thriller",115
Spontaneous,(II) (2020),6.5,78,15402,"Comedy, Drama, Horror",101
Black Box,(II) (2020),6.2,62,15285,"Horror, Mystery, Sci-Fi",100
We Can Be Heroes,(II) (2020),4.7,51,15278,"Action, Comedy, Drama",100
Worth,(2020),6.8,67,15148,"Biography, Drama, History",118
Bruised,(2020),6.2,52,15013,"Drama, Sport",129
Zola,(2020),6.5,76,14914,"Comedy, Crime, Drama",86
The Nest,(I) (2020),6.3,80,14893,"Drama, Romance",107
The Turning,(2020),3.9,35,14862,"Drama, Horror, Mystery",94
The Secret: Dare to Dream,(2020),6.5,32,14542,"Drama, Romance",107
The Life Ahead,(2020),6.8,66,14522,Drama,94
Like a Boss,(2020),4.7,33,14466,Comedy,83
Come Play,(2020),5.7,58,14384,"Drama, Horror, Mystery",96
The Craft: Legacy,(2020),4.5,54,14259,"Drama, Fantasy, Horror",97
Work It,(2020),6.1,58,13968,"Comedy, Music",93
Spree,(2020),5.9,42,13932,"Action, Comedy, Crime",93
The Tax Collector,(2020),4.8,22,13922,"Action, Crime, Drama",95
Coffee & Kareem,(2020),5.1,35,13912,"Action, Comedy, Crime",88
Chemical Hearts,(2020),6.3,57,13489,"Drama, Romance",93
Psycho Goreman,(2020),6.2,67,13300,"Comedy, Horror, Sci-Fi",95
Godmothered,(2020),6.1,49,12969,"Comedy, Drama, Family",110
Black Bear,(I) (2020),6.5,79,12917,"Comedy, Drama",104
Arkansas,(2020),6.0,55,12914,"Crime, Thriller",117
Downhill,(I) (2020),4.9,49,12790,"Comedy, Drama",86
The One and Only Ivan,(2020),6.5,58,12555,"Adventure, Comedy, Drama",95
I Still Believe,(2020),6.4,41,12334,"Biography, Drama, Music",116
Operation Christmas Drop,(2020),5.8,47,12173,"Comedy, Family, Romance",95
The High Note,(2020),6.4,58,12143,"Drama, Music, Romance",113
Lost Bullet,(2020),6.3,78,12121,"Action, Crime, Thriller",92
Supernova,(II) (2020),6.9,73,12084,"Drama, Romance",95
Shirley,(2020),6.1,76,11942,"Biography, Drama, Horror",107
The Postcard Killings,(2020),5.7,29,11932,"Crime, Drama, Mystery",104
The Last Days of American Crime,(2020),3.8,15,11764,"Action, Crime, Drama",148
Force of Nature,(2020),4.6,29,11756,"Action, Crime, Drama",91
Let Them All Talk,(2020),6.1,72,11650,"Comedy, Drama",113
Survive the Night,(2020),4.0,26,11460,"Action, Drama, Thriller",90
Athlete A,(2020),7.6,85,11435,"Documentary, Crime, Sport",103
Fatale,(II) (2020),5.4,42,11395,Thriller,102
Hunter Hunter,(2020),6.4,61,11326,"Drama, Horror, Mystery",93
Superintelligence,(2020),5.4,41,11155,"Action, Comedy, Romance",106
Words on Bathroom Walls,(2020),7.1,61,10944,"Drama, Romance",110
Penguin Bloom,(2020),6.8,54,10897,"Biography, Drama",95
The Sleepover,(2020),5.7,46,10874,"Action, Adventure, Comedy",100
Ghosts of War,(2020),5.6,38,10801,"Fantasy, Horror, Thriller",94
Desperados,(2020),5.2,41,10602,"Comedy, Romance",105
Clouds,(I) (2020),7.5,55,10565,"Biography, Drama, Music",121
Songbird,(II) (2020),4.7,27,10499,"Drama, Sci-Fi, Thriller",84
Summer of 85,(2020),6.9,65,10407,"Drama, Romance",101
Vampires vs. the Bronx,(2020),5.7,76,10309,"Comedy, Horror",85
2067,(2020),4.9,39,10173,"Mystery, Sci-Fi",114
Sergio,(2020),6.2,55,10171,"Biography, Drama, History",118
Meander,(2020),5.4,63,9921,"Drama, Horror, Mystery",90
Wild Mountain Thyme,(2020),5.7,42,9918,"Comedy, Drama, Romance",102
Wander,(I) (2020),4.8,54,9751,Thriller,94
Nocturne,(II) (2020),5.7,58,9741,"Drama, Horror, Music",90
Mortal,(I) (2020),5.9,20,9528,"Action, Adventure, Drama",104
The Duke,(2020),6.9,74,9460,"Biography, Comedy, Crime",95
Come True,(2020),6.0,68,9459,"Horror, Sci-Fi",105
Tesla,(I) (2020),5.1,67,9401,"Biography, Drama",102
I'm Your Woman,(2020),6.2,63,9241,"Crime, Drama",120
Misbehaviour,(2020),6.3,62,9178,"Comedy, Drama, History",106
Jiu Jitsu,(2020),2.9,27,9114,"Action, Sci-Fi, Thriller",102
The Broken Hearts Gallery,(2020),6.3,57,9075,"Comedy, Romance",109
The Secret Garden,(2020),5.6,59,9053,"Drama, Family, Fantasy",99
Concrete Cowboy,(2020),6.3,67,9023,"Drama, Western",111
Black Is King,(2020),5.8,84,8997,"Adventure, Drama, Fantasy",85
Anything for Jackson,(2020),6.3,67,8869,Horror,97
The Mole Agent,(2020),7.5,69,8818,Documentary,84
Nine Days,(2020),6.8,72,8815,"Drama, Fantasy",124
Made in Italy,(2020),5.9,44,8749,"Comedy, Drama, Romance",94
The World to Come,(2020),6.3,73,8598,"Drama, Romance",105
Spell,(2020),5.5,38,8580,"Horror, Thriller",91
Echo Boomers,(2020),5.3,37,8562,"Action, Crime, Drama",94
What Lies Below,(2020),4.4,35,8496,"Drama, Horror, Mystery",87
Skylines,(2020),4.7,46,8420,"Action, Adventure, Sci-Fi",113
Unpregnant,(2020),6.5,61,8384,"Comedy, Drama",103
New Order,(2020),6.5,62,8193,"Crime, Drama, Sci-Fi",86
Books of Blood,(2020),5.6,42,8167,"Drama, Horror, Mystery",107
The Owners,(2020),4.9,54,8166,"Comedy, Crime, Horror",92
I Am Greta,(2020),7.5,69,8073,"Documentary, Biography",97
Bloody Hell,(2020),6.6,52,8068,"Action, Comedy, Horror",93
Triggered,(I) (2020),4.8,48,8042,"Action, Comedy, Horror",94
Proximity,(II) (2020),4.8,38,8041,"Drama, Sci-Fi",119
Have a Good Trip,(2020),6.8,44,8027,"Documentary, Comedy",85
Rifkin's Festival,(2020),6.1,44,7933,"Comedy, Romance",88
Joe Bell,(2020),6.2,54,7884,"Biography, Drama",94
Spider-Man: No Way Home,(2021),8.2,71,757570,"Action, Adventure, Fantasy",148
Dune,(2021),8.0,74,637887,"Action, Adventure, Drama",155
Don't Look Up,(2021),7.2,49,539384,"Comedy, Drama, Sci-Fi",138
No Time to Die,(2021),7.3,68,403307,"Action, Adventure, Thriller",163
Zack Snyder's Justice League,(2021),8.0,54,400208,"Action, Adventure, Fantasy",242
Shang-Chi and the Legend of the Ten Rings,(2021),7.4,71,383781,"Action, Adventure, Fantasy",132
Black Widow,(2021),6.7,67,381008,"Action, Adventure, Sci-Fi",134
Free Guy,(2021),7.1,62,372887,"Action, Adventure, Comedy",115
The Suicide Squad,(2021),7.2,72,354377,"Action, Adventure, Comedy",132
Eternals,(2021),6.3,52,343593,"Action, Adventure, Fantasy",156
Red Notice,(2021),6.3,37,278816,"Action, Comedy, Thriller",118
Nobody,(I) (2021),7.4,64,255487,"Action, Crime, Drama",92
The Matrix Resurrections,(2021),5.7,63,251865,"Action, Sci-Fi",148
Cruella,(2021),7.3,59,236303,"Adventure, Comedy, Crime",134
Venom: Let There Be Carnage,(2021),5.9,49,226534,"Action, Adventure, Sci-Fi",97
Encanto,(2021),7.2,75,223651,"Animation, Comedy, Family",102
Godzilla vs. Kong,(2021),6.3,59,211536,"Action, Sci-Fi, Thriller",113
The Tomorrow War,(2021),6.5,45,207600,"Action, Adventure, Drama",138
Jungle Cruise,(2021),6.6,50,193399,"Action, Adventure, Comedy",127
Ghostbusters: Afterlife,(2021),7.1,45,184365,"Adventure, Comedy, Fantasy",124
Wrath of Man,(2021),7.1,57,180300,"Action, Crime, Thriller",119
The Power of the Dog,(2021),6.8,89,176448,"Drama, Romance, Western",126
Mortal Kombat,(2021),6.1,44,175270,"Action, Adventure, Fantasy",110
Army of the Dead,(2021),5.7,57,174249,"Action, Crime, Drama",148
Luca,(2021),7.4,71,165220,"Animation, Adventure, Comedy",95
The Last Duel,(2021),7.4,67,158098,"Action, Drama, History",152
Raya and the Last Dragon,(2021),7.3,74,153548,"Animation, Action, Adventure",107
The King's Man,(2021),6.3,44,148997,"Action, Adventure, Thriller",131
Nightmare Alley,(2021),7.0,70,145563,"Crime, Drama, Thriller",150
The Black Phone,(2021),6.9,65,143773,"Horror, Thriller",103
Last Night in Soho,(2021),7.1,65,140309,"Drama, Horror, Mystery",116
House of Gucci,(2021),6.6,59,137908,"Biography, Crime, Drama",158
CODA,(2021),8.0,72,134954,"Comedy, Drama, Music",111
F9: The Fast Saga,(2021),5.2,58,134242,"Action, Crime, Thriller",143
The Guilty,(2021),6.3,63,127448,"Crime, Drama, Thriller",90
Old,(2021),5.8,55,122455,"Drama, Horror, Mystery",108
Licorice Pizza,(2021),7.2,90,117940,"Comedy, Drama, Romance",133
The Conjuring: The Devil Made Me Do It,(2021),6.3,53,117571,"Horror, Mystery, Thriller",112
King Richard,(2021),7.5,76,115537,"Biography, Drama, Sport",144
The Unforgivable,(2021),7.1,41,110728,"Crime, Drama",112
The Mitchells vs the Machines,(2021),7.6,81,110431,"Animation, Adventure, Comedy",114
"tick, tick... BOOM!",(2021),7.5,74,107308,"Biography, Comedy, Drama",120
The Little Things,(2021),6.3,54,106030,"Crime, Drama, Mystery",128
The Green Knight,(2021),6.6,85,102400,"Adventure, Drama, Fantasy",130
Hitman's Wife's Bodyguard,(2021),6.1,32,94632,"Action, Comedy, Crime",100
Malignant,(I) (2021),6.2,51,92509,"Crime, Horror, Mystery",111
Halloween Kills,(2021),5.5,42,87699,"Horror, Thriller",105
West Side Story,(2021),7.2,85,84374,"Crime, Drama, Musical",156
Finch,(2021),6.9,57,84275,"Adventure, Drama, Sci-Fi",115
Fear Street: Part One - 1994,(2021),6.2,67,82935,"Drama, Horror, Mystery",107
Judas and the Black Messiah,(2021),7.4,85,81497,"Biography, Drama, History",126
Army of Thieves,(2021),6.4,49,78626,"Action, Comedy, Crime",127
Pig,(I) (2021),6.9,82,76556,"Drama, Mystery",92
The Dig,(2021),7.1,73,76065,"Biography, Drama, History",112
Belfast,(2021),7.3,75,75959,"Biography, Drama",98
Space Jam: A New Legacy,(2021),4.5,36,72823,"Animation, Adventure, Comedy",115
Coming 2 America,(2021),5.3,52,70917,Comedy,110
The Worst Person in the World,(2021),7.8,90,70449,"Comedy, Drama, Romance",128
Sing 2,(2021),7.4,49,70308,"Animation, Adventure, Comedy",110
Spencer,(2021),6.6,76,69389,"Biography, Drama",117
Candyman,(2021),5.9,72,66931,"Horror, Thriller",91
The Lost Daughter,(2021),6.7,86,66128,Drama,121
Fear Street: Part Two - 1978,(2021),6.7,61,65693,"Drama, Horror, Mystery",109
The Harder They Fall,(2021),6.6,68,63993,"Action, Drama, Western",139
Kate,(I) (2021),6.2,47,63009,"Action, Adventure, Crime",106
Those Who Wish Me Dead,(2021),6.0,59,62478,"Action, Drama, Thriller",100
The White Tiger,(2021),7.1,76,61127,"Crime, Drama",125
Without Remorse,(II) (2021),5.8,41,59175,"Action, Thriller, War",109
Don't Breathe 2,(2021),6.0,46,58738,"Action, Crime, Horror",98
Reminiscence,(2021),5.9,46,57031,"Mystery, Romance, Sci-Fi",116
The Many Saints of Newark,(2021),6.3,60,55450,"Crime, Drama",120
